OBJECTID,name,introduction,difficulty,completionTime,hasAlerts,introductionThumbnail,walkingAndTrampingWebPage,dateLoadedToGIS,Shape__Length
4972,Tongariro River Trail,"Follow the banks of the Tongariro River alongside farmland and through native bush and urban areas, and enjoy magnificent river views - it's an easy, mainly flat track with multiple entry points so a great option for children. ",Easy,2 - 3 hours,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/15110/tongariro-redhut-russellstreet-1200.jpg,https://www.doc.govt.nz/link/F7A6048F-329E-4D9B-AFDE-4D68A5E6ABA5.aspx,2018-06-22T04:20:48.000Z,14357.25272
4973,Travers-Sabine Circuit,The Travers-Sabine Circuit is a medium to hard tramp traversing 80 km of river valleys and an alpine pass in Nelson Lakes National Park.,Advanced,4 - 7 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/31022/travers-tramper-1200.jpg,https://www.doc.govt.nz/link/86358329-FA21-453E-A111-62ABC4A83B77.aspx,2018-06-22T04:20:49.000Z,84545.6959
4974,Tree Trunk Gorge tracks,"Walk or mountain bike through the Kaimanawa Forest Park taking in two spectacular gorges, and the characteristic beech and kamahi forest.",Advanced,1 hr 30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/149770/tree-trunk-300.jpg,https://www.doc.govt.nz/link/0C41E512-C0F7-42B5-841C-D0C9FBEFDCF5.aspx,2018-06-22T04:20:49.000Z,10256.44346
4975,Tutukaka Head tracks,"This short, easy walk leads to the coast and a lighthouse - it's a great option for kids.",Easy,1 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/19785/Tutukaka-223.jpg,https://www.doc.govt.nz/link/DFCCE8F6-4FB7-4BEB-B124-BCB3F873304C.aspx,2018-06-22T04:20:50.000Z,1314.581559
4976,Tweedies Gully Walk ,Walk from Gore Bay through a scenic reserve to a lookout with views of Pegasus Bay.,Easy,1-2 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/152979/tweedies-gully-220.jpg,https://www.doc.govt.nz/link/B51EA0A7-6C98-4BD7-BCC0-F48DCADC2D44.aspx,2018-06-22T04:20:50.000Z,1524.476394
4977,Twelve Mile Delta to Bob’s Cove Track,"Follow the shore of Lake Wakatipu and enjoy lake views, native bush and ancient marine sediments. Twelve Mile Delta was a location for Lord of the Rings' Ithilien Camp.",Easy,2 - 4 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/20136/view-bobs-cove-1920.jpg,https://www.doc.govt.nz/link/4B62425B-2330-4F29-951A-1ADC3DA73F1C.aspx,2018-06-22T04:20:50.000Z,344.8170835
4978,Ulva Island/Te Wharawhara walking tracks,"Visit iconic Ulva Island/Te Wharawhara, the jewel of Rakiura National Park. Sample the delights of this open sanctuary via a series of well-formed tracks catering for all ages and levels of fitness. ","Easiest,Easy",,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/19053/ulva-water-boat-thumb.jpg,https://www.doc.govt.nz/link/A7035D27-B444-4BB2-8BDA-BFDE827516E4.aspx,2018-06-22T04:20:51.000Z,4054.487952
4979,Veronica Loop Track,"This is pleasant walk uphill through changing alpine rainforest, with an optional detour to a lookout point offering views of the mountain and out to the coast.
",Easy,1 hr 30  min- 2 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/25476/veronica-loop-track-1200.jpg,https://www.doc.govt.nz/link/428957DB-5E9E-40CE-BDB7-A0EB48D1E263.aspx,2018-06-22T04:20:51.000Z,2617.337136
4980,Visitor Centre to Kepler Track Carpark Walk,"This is an easy walking track along Te Anau lake edge to the start of the Kepler Track, with picnic, swimming and photo spots.",Easy,50 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/63513/lake-te-anau-kepler-track-223.JPG,https://www.doc.govt.nz/link/440B190A-9035-48D2-B11D-5BA2A90B5B2A.aspx,2018-06-22T04:20:52.000Z,3455.563327
4981,Visitor Centre to Te Anau Bird Sanctuary Walk,"Enjoy an easy walk along the lakeside in Te Anau that takes you to the bird sanctuary where you can see the rare, flightless takahē, kākā and other birds.      ",Easy,10 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/63509/te-anau-wildlife-park-223.JPG,https://www.doc.govt.nz/link/EDF9FF9D-8709-4EA0-9C2B-BB7BD3355870.aspx,2018-06-22T04:20:52.000Z,741.214239
4982,Waiatiu Falls Track,"A 1 hour 30 minutes return walk, the Waiatiu Falls Track in Whirinaki Te Pua-a-Tāne Conservation Park leads through podocarp forest before reaching the picturesque falls. ",Easy,1.5 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/20045/waiatu-223.jpg,https://www.doc.govt.nz/link/44F8AED2-E1A7-4B41-BABF-355EF44394E7.aspx,2018-06-22T04:20:52.000Z,1591.144955
4983,Waimamaku Coastal Track,Discover wide open beaches and rocky headlands on the rugged coastline between the Hokianga Harbour and the majestic Waimamaku River.,Easy,4 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/160238/waimamaku-coastal-track-1200.jpg,https://www.doc.govt.nz/link/9E1B518A-094F-4BE7-BA96-D4DCC4416ACE.aspx,2018-06-22T04:20:52.000Z,9472.036487
4984,Waiotemarama Loop Track,Walk to the beautiful Waiotemarama waterfall (20 m) and on through a hardwood forest and kauri stand for a longer loop walk.,"Easiest,Easy",2.5 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/20347/waiotemarama-loop-track-1200.jpg,https://www.doc.govt.nz/link/1E43A8A6-2626-4362-A7A5-980B4832635A.aspx,2018-06-22T04:20:53.000Z,1669.669622
4985,Waipakihi River tracks,"Head up the Waipakihi River Valley, a popular option for hunters to access the tops, or a great day out for swimming in the summer.",Expert,Various times,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/150154/waipakihi-river-jimmyjohnson-thumb.jpg,https://www.doc.govt.nz/link/D2AB35CD-0B07-44DF-B5C1-11910CDCE233.aspx,2018-06-22T04:20:53.000Z,3184.24263
4986,Wairau Lagoons Walkway,"This flat loop track, ideal for kids, follows the lagoon shoreline with good bird watching to the rusting remains of the Waverley ship.",Easy,3 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/12344/wairau-lagoon-220.jpg,https://www.doc.govt.nz/link/6629EAAA-DC5B-43FC-8A39-28723929D093.aspx,2018-06-22T04:20:53.000Z,8363.090536
4987,Wairēinga/Bridal Veil Falls  ,"Walk to the top and down to the base of these spectacular 55 m falls. The track is to the top of the falls is suitable for wheelchairs and buggies.
",Easiest,10 min | 20 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/10028/bridal-veil-falls-1200.jpg,https://www.doc.govt.nz/link/C786D238-7D0D-45A0-B3A2-EF97C94509AA.aspx,2018-06-22T04:20:54.000Z,757.8705966
4988,Wairepo Kettleholes Track,Wairepo Kettleholes provide a feeding area for both native and introduced birds. ,Easy,1 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/121492/wairepo-kettleholes-1200.jpg,https://www.doc.govt.nz/link/DF0CC6D0-8AE9-44CB-8D8F-FDE71F27870B.aspx,2018-06-22T04:20:54.000Z,2688.623341
4989,Waitaia Track,"Once extensively logged and mined, a regenerating coastal forest now greets visitors as they walk along the Waitaia Track. ",Easy,1 hr 30 min - 2 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/11887/waitaia-track-1200.jpg,https://www.doc.govt.nz/link/9B820B72-A609-47E2-8E6F-D3D17CE1F2F8.aspx,2018-06-22T04:20:54.000Z,2351.410813
4990,Waitangitaona Wetland Walk,"The Waitangitaona Wetland Walk is an easy walk through a regenerating kahikatea forest and flax wetland to a viewing platform with spectacular views of the Southern Alps, Kā Tiritiri o te Moana.",Easiest,20 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/25908/Waitangitaona-223.jpg,https://www.doc.govt.nz/link/F95EC5A3-32FC-4417-B855-0AB660515181.aspx,2018-06-22T04:20:54.000Z,259.7499315
4991,Waitanguru Falls Walk,Enjoy a short walk to a magnificant tiered waterfall.,Easy,15 min return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/148893/waitanguru-falls-220.jpg,https://www.doc.govt.nz/link/3736CE12-1EED-424A-BC75-98AB44079362.aspx,2018-06-22T04:20:54.000Z,221.7758425
4992,Waitawheta Tramway,"Follow an old tramline (1898 - 1928) on a relatively flat track through the spectacular Waitawheta Gorge - with interpretation panels as well, it's a great option for kids.",Intermediate,"8 hr (return), 3-4 hrs one way",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/19361/waitawheta-tramway-hero.jpg,https://www.doc.govt.nz/link/F6152588-7714-4D41-B973-6A5E53FEC510.aspx,2018-06-22T04:20:54.000Z,8911.418456
4993,Waitonga Falls Track,The 39 m Waitonga Falls is Tongariro National Park’s highest waterfall. The well-formed track passes through mountain beech and kaikawaka forest.,Easy,1 hr 20 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/15464/waitonga-falls-track-1920.jpg,https://www.doc.govt.nz/link/24B849EB-DD38-4AFE-863A-53227B6C3724.aspx,2018-06-22T04:20:55.000Z,1864.986843
4994,Waituna Lagoon tracks,"You can stroll the boardwalk, walk the loop track through wetland tarns or walk along the spectacular white quartz beach to the outlet of Waituna Lagoon. Waituna is a Ramsar site so is internationally recognised place of importance for birdlife. ","Easiest,Easy",10 m - 2 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/37020/waituna-lagoon-1200.jpg,https://www.doc.govt.nz/link/F1F8CE3E-AA72-4294-A357-D8CD8ED77B0D.aspx,2018-06-22T04:20:55.000Z,4344.599678
4995,Wakarara Road End tramping tracks,"Wakarara Road End tramping tracks include tracks to Poutaki Hut, Parks Peak Hut and Sparrowhawk Bivouac and the Colenso Spur to the Main Range track.",Advanced,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/20227/orupu-views-223.jpg,https://www.doc.govt.nz/link/A39DA5E5-9B00-4F35-BD95-BFB1B5484C53.aspx,2018-06-22T04:20:55.000Z,17033.23496
4996,Walnut Track,Walnut Track in the Puketi Forest is a steep ridge track through beautiful kauri forest. The track is recommended for experienced and well-equipped trampers.,Advanced,45 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/16629/walnut-track-tree2-223.jpg,https://www.doc.govt.nz/link/7E3B7648-861C-4D0C-8D01-0EE5CC2A36A6.aspx,2018-06-22T04:20:55.000Z,2123.484631
4997,West Egmont tramping tracks,"The western slopes of the mountain are known for their very high rainfall, resulting in numerous wet and boggy areas. ",Advanced,5 or 6 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/26098/Waiaua-Gorge-track-223.jpg,https://www.doc.govt.nz/link/BE37BECB-313C-4BD4-AF6E-E6B4591F90F8.aspx,2018-06-22T04:20:56.000Z,18049.86014
4998,Albert Burn Hut Track,From the mouth of the Albert Burn follow the farmed river flats into the gorge and on to the Albert Burn Hut.,Advanced,6 - 8 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/20463/albert-burn-track-1200.jpg,https://www.doc.govt.nz/link/62715628-D962-47CD-BF1C-80476BFD6C68.aspx,2018-06-22T04:19:22.000Z,19457.4311
4999,Bruce Park Loop Track,"An easy walk through a podocarp and broadleaf forest remnant with impressive specimens of rimu, totara and kahikatea - great for kids and they can earn a Kiwi Guardians medal too!

",Easy,20 min - 1 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/14912/bruce-park-entrance-1200.jpg,https://www.doc.govt.nz/link/0B490B8A-8F7C-4339-85B7-A1A612E232BE.aspx,2018-06-22T04:19:16.000Z,1583.815385
5000,Brunner Mine Site Walk,Explore the fascinating and family-friendly historic Brunner Mine and enjoy the interactive displays.,Easiest,1 hr ,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/43813/brunner-mine-site-1200.jpg,https://www.doc.govt.nz/link/3D8F2B52-2D32-4126-AA8D-1DF6A5EF4886.aspx,2018-06-22T04:19:17.000Z,685.0776383
5001,Bryant Memorial Reserve tracks,Two short walking tracks leaving from the Bryant Memorial Reserves. ,Easiest,20-25  min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/10434/ngarunui-beach-220.jpg,https://www.doc.govt.nz/link/0D73DFE4-B2DA-42EE-B772-DF81779C518B.aspx,2018-06-22T04:19:28.000Z,2082.121385
5002,Whakapapaiti Valley Track,"Winding through stunted beech forest, the Whakapapaiti Valley Track makes its way to the Whakapapaiti Hut. From here you can continue in a loop back to Whakapapa Village.",Advanced,4 - 5 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/15127/mt-ngauruhoe-from-whakapapaiti-track-1200.jpg,https://www.doc.govt.nz/link/1F1F3CD9-2DDE-4DB3-97C3-87183F220851.aspx,2018-06-22T04:20:57.000Z,10414.32102
5003,Whangaruru North Head walking tracks,The Whangaruru North Head Walking Tracks can be accessed from the popular campsite at Puriri Bay. The tracks follow through native forest and ridgelines before dropping down into secluded bays.,Easy,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/18734/Whangaruru-N-H-Track-223.jpg,https://www.doc.govt.nz/link/00F2B200-C064-4FE5-AFF3-732D787D2809.aspx,2018-06-22T04:20:58.000Z,6388.542402
5004,Wharfedale Hut tracks,Walk or mountain bike to Wharfedale Hut.,Intermediate,1–2 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/164722/wharfedale-track-220.jpg,https://www.doc.govt.nz/link/5266695C-0425-4D5E-9004-3F5D16C8BA8A.aspx,2018-06-22T04:20:58.000Z,14190.83666
5005,Whinray Scenic Reserve Track,"View the spectacular Motu Falls from the car park and picnic area, or walk along an old coach road through native forest - suitable for all ages.",Easy,2 hr 30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/18573/whinray-sr-223.jpg,https://www.doc.govt.nz/link/355FB787-D17B-4646-A4AC-53341DA643D0.aspx,2018-06-22T04:20:58.000Z,5643.699667
5006,White Pine Bush Scenic Reserve walks,"Experience New Zealand's remaining coastal forest on these short, easy walks that are good for children. ",Easiest,30 min / 40 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/144732/white-pine-bush-sr-223.jpg,https://www.doc.govt.nz/link/99E4846D-F91E-4D37-BD07-7C4E2711A751.aspx,2018-06-22T04:20:59.000Z,1155.619453
5007,White Pine Bush Track,A 250 metre wheelchair accessible walkway has been built into the heart of White Pine Bush Scenic Reserve. ,Easiest,30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo-220x140.jpg,https://www.doc.govt.nz/link/A91177AD-327C-4ADE-8DD6-909E28D0D01F.aspx,2018-06-22T04:20:59.000Z,285.522422
5008,Whitecliffs Walkway,This walkway uses the Kapuni to Auckland gas pipeline route for a considerable distance.  The laying of the pipeline opened up walking access to the dramatic forest and coastal country of the region.,Easy,up to 8 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo-220x140.jpg,https://www.doc.govt.nz/link/E13D00DD-6C67-4327-A62A-C3CBFACAF8C2.aspx,2018-06-22T04:20:59.000Z,11587.27367
5009,Whitianga Rock Walk,"A short walking track from Ferry Landing Wharf leads into Whitianga Rock Scenic and Historic Reserve where you can visit the remains of a pa site. 
",Easiest,20 min return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/11895/whitianga-rock-223.jpg,https://www.doc.govt.nz/link/2B94049F-DC74-4A35-9292-FAE3E742047E.aspx,2018-06-22T04:20:59.000Z,1093.34753
5010,Mt Fyffe and the Seaward Kaikoura Range,"Summer-bare or plastered with winter’s snowy coat, Mount Fyffe and the Seaward Kaikoura Range dominate the Kaikoura skyline. They provide recreation opportunities ranging from a family stroll to a serious backcountry journey.
","Easy,Expert",45 min - 3 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/33070/kaikoura-ranges-1200.jpg,https://www.doc.govt.nz/link/5256A9AB-DF79-43DC-9A32-3E4D97FB0CD2.aspx,2018-06-22T04:20:14.000Z,23132.58858
5011,Wooded Gully loop walks,"There are numerous options, some suitable for children, for a loop walk from Wooded Gully picnic area.",Easy,1 hr return | 2 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/20506/wooded-gully-track-220.jpg,https://www.doc.govt.nz/link/3506E3A9-DCA2-4A43-A6D5-4A9152110BD8.aspx,2018-06-22T04:21:00.000Z,4257.113084
5012,Zekes Hut Track,An ideal day hike or easy overnight tramp to a newly replaced hut nestled within Hihitahi Forest Sanctuary north of Taihape.,Advanced,2 hr 30 min - 3 hr 30 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo-220x140.jpg,https://www.doc.govt.nz/link/26BF8D5D-6A5E-4F9F-B404-01CEE764923F.aspx,2018-06-22T04:21:00.000Z,10403.13337
5013,Te Haua Uru Track,The Te Haua Uru Track is located in the Tangihua Forest and links with the Horokaka Track and Tangihua Main Ridge Track to form a loop that will take experienced trampers 9 hours to complete.  ,Advanced,3 hr 45 min to junction one way from car park,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/17505/Tangihua-creek3-223.jpg,https://www.doc.govt.nz/link/38A28B33-8BB5-49FE-B74A-8AF184C85C1E.aspx,2018-06-22T04:21:02.000Z,3306.388705
